crew,experiment,time,seat,eeg_fp1,eeg_f7,eeg_f8,eeg_t4,eeg_t6,eeg_t5,eeg_t3,eeg_fp2,eeg_o1,eeg_p3,eeg_pz,eeg_f3,eeg_fz,eeg_f4,eeg_c4,eeg_p4,eeg_poz,eeg_c3,eeg_cz,eeg_o2,ecg,r,gsr,event
1,CA,0.57812500,1,255.149002,102.939003,150.451996,62.882401,47.524799,43.926102,49.851002,278.785004,41.7244,43.2048,32.398998,105.824997,40.921299,140.584,69.966202,54.833599,52.205299,65.033501,63.062599,52.9706,-4495.879883,817.481018,386.819,A
1,CA,0.58203125,0,0.550227,-3.67838,7.48826,0.561772,-3.228,-0.691339,-1.19088,3.15099,-1.67212,-3.41817,-2.13417,-4.72878,3.07701,8.23318,13.8173,4.55055,-0.9885879999999999,-8.74003,1.8436599999999999,-2.4078,-18323.19922,665.8270259999998,823.9119870000003,A
1,CA,0.58203125,1,268.440002,111.959,166.714005,74.569901,61.169399,53.8993,57.690498,293.0159910000001,51.527699,52.818298,36.056499,116.844002,41.956001,152.378998,82.158203,66.679901,62.389702,74.700401,63.865398,60.347198,-4495.879883,817.481018,386.819,A
1,CA,0.58593750,0,-11.4623,-19.3964,2.9675,16.050698999999998,-18.381901,-11.7932,-5.9668,-1.98048,-15.042,-15.5804,-14.0511,-13.5843,-8.41052,-2.7932099999999997,-10.0311,-10.6477,-12.599,-21.063999,-7.65458,-16.2286,-18323.19922,665.8270259999998,823.9119870000003,A
1,CA,0.58593750,1,272.488007,114.378998,156.617004,71.05439799999998,58.009701,55.5877,58.019001,296.166992,44.342098,47.5994,37.7859,114.804001,42.992199,147.66499299999995,81.4879,57.3298,49.0481,70.815201,61.1702,33.971901,-4495.879883,817.481018,386.819,A
1,CA,0.58984375,0,-6.11669,-13.9157,4.07014,12.9496,-11.3238,-1.7446400000000002,-0.992711,-1.7499200000000001,-6.62333,-7.463539999999999,-7.39415,-8.40053,-4.10436,5.60962,-0.24768600000000002,-7.859669999999999,-6.5927,-12.3363,-2.36177,-10.5872,-18323.19922,665.8270259999998,823.9119870000003,A
1,CA,0.58984375,1,265.445007,108.126999,155.194,74.935799,52.2813,50.723801,52.945099,290.277008,41.106899,45.2924,37.5327,111.560997,42.714298,147.304993,80.835197,56.553101,47.899601,69.925301,52.479401,39.064999,-4449.959961,817.4520259999997,386.625,A
1,CA,0.59375000,0,5.9249,0.834752,13.7084,17.4891,8.2078,10.2113,8.67375,10.2534,11.4501,8.48591,9.30857,6.7000399999999996,10.385,18.2533,8.22062,8.243310000000001,10.3252,6.64924,13.9691,9.506310000000001,-18323.19922,665.8270259999998,823.9119870000003,A
1,CA,0.59375000,1,272.98199500000004,100.291,163.875,77.246002,52.251301,48.486599,52.9147,295.253998,37.573898,43.950802,32.738499,111.203003,45.365799,149.714005,83.464996,57.304501,47.271999,71.6614,47.0135,38.1959,-4449.959961,817.4520259999997,386.625,A
1,CA,0.59765625,0,12.7291,12.0005,22.3873,35.4016,17.321501,16.937901,19.448999,15.6636,19.914101000000002,15.1926,16.8542,14.9797,17.593598999999994,24.404699,17.571501,13.8652,17.610001,15.4803,22.787701000000002,18.328198999999998,-18323.19922,665.8270259999998,823.9119870000003,A
1,CA,0.59765625,1,265.036987,100.578003,139.199997,55.16,50.043999,41.680901,49.577801,282.674988,29.851601,39.656799,30.686199,108.977997,45.641602,143.054001,115.693001,53.7257,40.489101,68.464401,41.9491,26.5,-4449.959961,817.4520259999997,386.625,A
1,CA,0.60156250,0,7.17238,8.589269999999999,16.7812,13.3351,7.54501,11.7677,11.5675,8.31771,12.677,9.994710000000001,8.0873,6.98228,8.3312,12.8392,6.12007,1.8151,8.87418,8.51388,13.3027,6.73895,-18323.19922,665.8270259999998,823.9119870000003,A
1,CA,0.60156250,1,260.867004,103.849998,159.117004,77.669296,50.571999,47.642101,58.260601,282.19101,32.1992,43.596401,35.3298,111.353996,46.350201,145.227997,60.236401,52.062199,45.315201,72.260101,40.313202,36.885899,-4449.959961,817.4520259999997,386.625,A
1,CA,0.60546875,0,0.036263,4.50592,11.9092,0.4225140000000001,9.99216,12.1065,4.90503,4.30489,9.90047,8.44973,4.99071,2.88271,4.21518,10.6641,10.5536,4.09725,7.3285300000000015,8.11678,8.74923,5.18342,-18323.19922,665.8270259999998,823.9119870000003,A
1,CA,0.60546875,1,264.243988,108.309998,157.570999,74.140404,50.368698,52.601002,58.996201,279.446014,37.876701,50.053799,34.7579,117.218002,44.7565,146.354004,76.592003,55.380402,49.746201,77.544899,41.804501,39.5602,-4449.959961,817.4520259999997,386.625,A
1,CA,0.60937500,0,-11.3865,-2.0587400000000002,0.812902,-2.9374700000000002,2.85447,4.66111,-3.3023800000000003,-16.1581,0.0,0.0,-5.0224400000000005,-2.8121400000000003,-5.0172099999999995,3.10131,3.1217900000000003,-3.03039,-3.24647,0.274255,-0.556635,-1.24706,-18323.19922,665.8270259999998,823.9119870000003,A
1,CA,0.60937500,1,250.283005,112.170998,157.425995,76.595802,48.438499,49.007999,56.039398,267.34899900000005,33.883099,49.904301,38.6754,117.032997,42.286098,145.712006,81.703796,53.755699,45.242298,78.507599,43.220901,29.9151,-4449.959961,817.4520259999997,386.625,A
1,CA,0.61328125,0,-18.3423,-7.38817,-1.9621,6.8852899999999995,-7.1151,-4.76431,-0.805295,-21.214001,-9.37214,-4.9695,-10.1471,-0.8218979999999999,-11.6426,-1.89145,-1.6397599999999999,-8.51793,-8.51811,-4.6178300000000005,-7.49499,-9.411589999999999,-18323.19922,665.8270259999998,823.9119870000003,A
1,CA,0.61328125,1,244.742996,107.306999,161.436996,87.446198,49.9156,44.249199,55.354198,263.039001,31.250401,43.437901,38.481499,112.097,45.075199,145.164001,56.85240200000001,51.116798,42.081001,69.806503,39.755001,27.0739,-4449.959961,817.4520259999997,386.625,A
1,CA,0.61718750,0,-23.6238,-11.523,-8.880189999999997,5.02707,-4.21517,-8.74617,-7.53052,-22.093598999999998,-9.42415,-4.87688,-10.3805,-8.26485,-15.2877,-8.29983,0.40601,-7.81715,-9.22237,-5.53822,-10.9076,-9.53415,-18323.19922,665.8270259999998,823.9119870000003,A
1,CA,0.61718750,1,246.089005,93.460098,146.651001,81.623398,48.205799,43.553501,46.346901,262.355011,30.5275,40.596699,31.563299,103.390999,45.830299,137.14399699999998,62.624802,51.780399,42.7766,62.1912,34.9174,30.3046,-4449.959961,817.4520259999997,386.625,A
1,CA,0.62109375,0,-18.4891,-5.79971,-7.3037800000000015,-4.1493199999999995,-1.2911700000000002,-1.00006,-1.27959,-19.357401,-3.17845,-1.4253200000000001,-3.56859,-6.77469,-13.7304,-9.50728,0.026379000000000003,-3.4784800000000002,-4.7297199999999995,0.103575,-6.59726,-1.79436,-18323.19922,665.8270259999998,823.9119870000003,A
1,CA,0.62109375,1,226.151001,86.7733,136.929993,66.704201,52.881901,42.794998,46.069698,250.190994,33.3368,42.225498,30.338301,98.218102,46.778099,129.468002,83.8694,56.474499,44.867199,63.516399,33.584801,33.6884,-4449.959961,817.4520259999997,386.625,A
1,CA,0.62500000,0,-11.2682,4.8047900000000014,1.4733399999999999,2.02063,3.74629,5.59715,0.301192,-11.4218,6.73072,9.130339999999999,8.06894,0.360227,-5.00895,1.9438900000000001,14.5628,6.15321,5.1886,9.94835,5.0713300000000014,7.1652,-18323.19922,665.8270259999998,823.9119870000003,A
1,CA,0.62500000,1,199.852005,86.510696,126.424004,63.393002,55.166401,44.697701,52.917198,225.774994,36.563,41.407398,32.8396,91.804802,54.030499,123.078003,77.983597,58.5536,49.289799,60.3522,33.850399,44.858898,-4449.959961,817.4520259999997,386.625,A
1,CA,0.62890625,0,-7.30788,6.86367,3.30994,-4.84574,9.17554,6.02815,5.13546,-4.70845,10.6068,12.4742,13.0603,1.53657,0.049895999999999996,3.1966,11.2272,10.4658,8.34037,11.6994,9.6916,10.4107,-18323.19922,665.8270259999998,823.9119870000003,A
1,CA,0.62890625,1,203.037003,87.83000200000002,127.954002,64.278297,55.9673,54.688499,52.668301,224.830994,43.984402,45.9394,35.56969799999999,95.8937,52.8806,118.817001,60.418701,56.688499,49.864601,61.003799,33.902802,42.7127,-4449.959961,817.4520259999997,386.625,A
1,CA,0.63281250,0,-3.98685,7.1891300000000005,3.3864699999999996,4.84483,4.50749,11.9886,12.1779,-9.640039999999999,11.8308,12.8958,13.9625,-1.57295,-0.529039,7.83933,5.65325,8.63647,8.86003,10.3854,11.3343,8.85334,-18323.19922,665.8270259999998,823.9119870000003,A
1,CA,0.63281250,1,200.796997,93.0093,116.691002,65.819,51.884499,57.9062,58.1017,214.942001,44.166698,48.7411,39.645802,98.069504,50.885201,110.362,68.490402,54.103298,46.253899,66.069099,35.859402,34.255299,-4449.959961,817.4520259999997,386.625,A
1,CA,0.63671875,0,-9.80434,0.60658,-2.00841,-3.36101,0.150579,8.153260000000001,5.5705599999999995,-25.392599,8.165189999999999,10.1182,12.1849,-3.3008800000000003,-2.05856,7.03711,7.96484,7.54823,6.76376,7.37247,12.4359,6.8219899999999996,-18323.19922,665.8270259999998,823.9119870000003,A
1,CA,0.63671875,1,189.184998,94.786003,118.744003,68.462898,51.822201,55.010101,58.0914,200.167999,44.321899,50.0522,38.329201,95.888298,53.4608,112.627998,70.703903,55.570301,50.119701,67.872902,37.148899,42.1409,-4449.959961,817.4520259999997,386.625,A
1,CA,0.64062500,0,-9.247710000000001,-1.64306,0.033648000000000004,-5.64647,3.8105,3.19129,8.95023,-14.6338,6.18329,10.134,16.8547,5.69685,1.5234299999999998,7.6684800000000015,16.378799,15.8675,8.826889999999997,8.428889999999999,16.0548,9.56846,-18323.19922,665.8270259999998,823.9119870000003,A
1,CA,0.64062500,1,184.653,89.785896,114.804001,58.954498,47.968201,50.833302,54.230801,195.707001,35.5107,46.153999,33.676998,94.007004,51.9771,107.042999,61.661201,49.51300000000001,41.925701,62.531601,32.873699,32.557701,-4449.959961,817.4520259999997,386.625,A
1,CA,0.64453125,0,-9.23173,0.357189,13.9716,23.8969,14.0589,5.4501,3.30265,-5.85724,10.3302,13.7121,21.163,9.19776,5.73104,13.1791,27.946501,23.789301000000002,15.9036,13.9476,21.748898999999998,15.8605,-18258.59961,665.848022,823.926025,A
1,CA,0.64453125,1,177.494003,86.75700400000002,102.168999,50.7169,48.9618,46.508099,57.350201,187.059006,33.335701,45.3993,28.406401,92.298203,50.489899,99.122597,58.196899,49.6208,40.312801,62.345901,31.934999,30.3909,-4449.959961,817.4520259999997,386.625,A
1,CA,0.64843750,0,-15.7194,2.5190900000000003,6.35275,15.5056,12.2119,7.93456,-1.0076200000000002,-17.112499,8.8341,11.9902,14.5362,7.8754,2.87835,5.64266,11.7358,11.8696,10.7196,12.9229,17.311398999999998,11.0076,-18258.59961,665.848022,823.926025,A
1,CA,0.64843750,1,163.75,79.775803,104.765999,49.189899,50.3745,44.883801,47.7724,172.798004,29.914,40.139599,23.0965,82.434402,56.869301,96.041801,61.679501,47.937401,37.132301,56.997101,29.687901,26.611,-4406.220215,817.426025,386.436005,A
1,CA,0.65234375,0,-12.8394,0.648963,0.135424,11.8211,9.56725,6.3635699999999975,-3.82116,-18.645201,7.96672,12.1269,14.2116,10.4257,3.92058,6.41446,16.031098999999998,12.251,9.42499,14.3091,15.2223,9.7466,-18258.59961,665.848022,823.926025,A
1,CA,0.65234375,1,144.899002,73.875198,72.740196,24.8445,45.530102,41.917999,40.871101,152.630005,25.7728,35.9762,24.6458,77.437698,58.4776,84.7229,90.901497,45.6003,34.920601,51.856499,30.459499,26.952801,-4406.220215,817.426025,386.436005,A
1,CA,0.65625000,0,-10.3457,4.95263,15.2769,20.7393,10.6302,7.154439999999999,7.2092600000000004,-4.2606,11.4834,15.9055,16.2784,10.3962,5.7274,11.2609,21.802099,13.78,11.7663,15.0645,17.0355,10.1459,-18414.40039,665.875,823.948975,A
1,CA,0.65625000,1,138.591003,75.059402,86.644798,53.263802,42.314201,46.6912,49.696602,147.656998,33.3494,39.817902,30.070499,78.506897,62.6367,83.7043,41.4118,39.588001,37.141201,54.198399,31.978901,29.302099,-4368.200195,817.43103,386.359985,A
1,CA,0.66015625,0,-5.23067,2.81208,15.93,28.4223,1.0618,7.798989999999999,9.69223,-1.34948,10.0365,14.9601,12.1579,7.6096,3.56753,13.1336,13.1991,8.026069999999999,9.89905,13.4363,14.5003,5.80524,-18414.40039,665.875,823.948975,A
1,CA,0.66015625,1,135.925995,76.028999,95.126999,55.517101,36.214802,50.0242,50.475899,141.996994,34.060001,37.6838,33.208,74.69560200000002,62.769199,82.494698,30.6008,32.405602,32.345797999999995,51.1563,27.5075,20.608,-4368.200195,817.43103,386.359985,A
1,CA,0.66406250,0,-0.747927,6.58358,13.5124,13.6894,-5.0662,7.09987,14.241,-8.68641,10.6679,16.2181,11.6654,9.12987,4.81971,13.1359,14.5134,5.92148,7.80928,13.0089,14.1921,6.16322,-18414.40039,665.875,823.948975,A
1,CA,0.66406250,1,125.773003,66.7407,88.250702,52.265301,30.527399,42.7701,41.7505,132.51400800000002,31.274401,34.094501,33.923302,71.276703,60.892601,82.564003,57.012199,34.205002,32.734501,48.939602,24.554399,24.556499,-4368.200195,817.43103,386.359985,A
1,CA,0.66796875,0,-12.1524,-3.10568,0.399057,-15.0631,3.2701,1.7996599999999998,9.05845,-10.5479,10.4892,14.8199,9.384139999999999,0.7704850000000001,-1.04611,5.86321,19.615499,8.4815,6.7372,5.70901,10.5452,7.75788,-18414.40039,665.875,823.948975,A
1,CA,0.66796875,1,110.389999,69.419701,78.990898,55.1754,38.326302,42.936001,44.790199,120.344002,35.582802,36.051899,37.471199,71.418701,70.097397,73.296501,36.0672,38.537701,40.242901,49.072498,23.542101,36.867599,-4368.200195,817.43103,386.359985,A
1,CA,0.67187500,0,-10.3363,-2.2036599999999997,12.0606,8.42614,9.60577,4.65,-1.4659799999999998,-5.1037,15.6429,15.5944,14.3643,8.88234,5.2740300000000016,13.1643,24.805799,14.8012,14.0789,9.77622,16.0312,13.3241,-18414.40039,665.875,823.948975,A
1,CA,0.67187500,1,108.468002,66.000504,70.679199,45.953701,40.463699,41.075401,42.631401,114.714996,35.175301,35.120998,34.838001,67.18789699999999,72.844498,69.075203,32.751202,36.959499,36.014301,48.730202,23.634899,30.073601,-4368.200195,817.43103,386.359985,A
1,CA,0.67578125,0,1.25753,10.2036,17.9139,19.719601,16.7885,10.9621,3.99361,-4.75715,21.287901,20.835199,18.8799,12.9523,13.2594,16.709101,24.935499,20.4207,19.3216,17.9135,23.244699,19.6518,-18414.40039,665.875,823.948975,A
1,CA,0.67578125,1,100.182999,55.378899,69.438698,37.859798,34.2752,36.998501,32.849701,108.174004,28.0026,28.6607,31.377199,59.2286,70.125,64.768501,39.9771,33.440899,30.647499,40.746601,22.264,25.176201,-4368.200195,817.43103,386.359985,A
1,CA,0.67968750,0,-5.94327,2.85014,4.78458,14.6005,15.8774,6.08403,3.53645,-14.2089,15.1777,15.4101,12.5116,3.2709799999999998,7.59555,9.83924,12.597000000000001,13.3279,12.8393,11.3886,16.9597,14.8518,-18414.40039,665.875,823.948975,A
1,CA,0.67968750,1,85.6689,51.0783,49.6992,32.0597,29.0247,36.135502,33.084499,96.333801,23.501801,22.170601,35.395199,51.731899,71.110199,52.250801,31.53440100000001,26.0973,25.3148,32.718498,24.0748,17.1451,-4368.200195,817.43103,386.359985,A
1,CA,0.68359375,0,-8.2696,5.09136,8.21261,7.60367,9.98847,9.09228,3.5331900000000003,-7.74938,16.358101,15.1826,11.0561,10.8892,9.05972,12.1224,9.07745,10.4579,12.6841,14.7688,17.5546,14.064,-18414.40039,665.875,823.948975,A
1,CA,0.68359375,1,79.83049799999998,45.155602,43.015099,25.679199,24.941601,31.9139,29.6884,88.0009,19.560499,19.261999,39.2831,47.977501,70.903801,46.528099,19.561899,21.137699,20.967899,30.0298,23.192301,13.0424,-4368.200195,817.43103,386.359985,A
1,CA,0.68750000,0,-5.84478,7.0586600000000015,3.71783,-0.152996,1.36475,13.2919,-0.492228,-9.354230000000001,13.5106,13.0366,7.1874100000000025,9.23977,5.53636,4.4261099999999995,4.91728,8.840160000000003,9.13162,14.3527,12.9417,10.3917,-18414.40039,665.875,823.948975,A
1,CA,0.68750000,1,91.754601,45.3372,58.053799,29.272499,29.754101,38.669102,34.064701,96.592598,27.146601,25.7257,39.506699,54.006001,67.667,56.869301,35.735802,30.7932,30.004,35.8969,24.5357,26.01460100000001,-4368.200195,817.43103,386.359985,A
1,CA,0.69140625,0,-17.0131,-2.25242,-14.8085,-10.6051,-7.71245,6.54594,1.6075700000000002,-29.2353,5.4336800000000025,8.92557,-2.43706,1.41888,-2.9255,-5.48121,-2.7869,-2.3336099999999997,-0.104359,9.72875,3.7621900000000004,1.44536,-18414.40039,665.875,823.948975,A
1,CA,0.69140625,1,83.583,48.038799,54.792999,36.021198,35.7663,39.796501,38.1964,87.81390400000002,28.827299,26.786699,39.563702,53.9814,74.124199,54.566299,36.671799,36.8549,34.116199,36.594299,24.0697,33.486599,-4368.200195,817.43103,386.359985,A
1,CA,0.69531250,0,-24.0541,-9.654869999999999,-13.5955,-18.8123,-18.679399,4.61431,-3.18167,-35.870998,0.598007,1.87873,-10.0339,-2.5288,-8.57576,-11.0931,-13.9577,-11.1177,-7.62052,4.81267,-3.06291,-5.34551,-18414.40039,665.875,823.948975,A
1,CA,0.69531250,1,80.048103,54.250401,53.434601,38.5051,36.512699,43.367001,41.972198,86.062202,27.9832,29.277,35.1497,57.022999,78.828796,51.940899,28.392099,35.307701,33.6273,40.863899,24.0438,28.7959,-4302.77002,817.4169919999997,386.177002,A
1,CA,0.69921875,0,-18.8783,-5.87994,-10.3097,-13.1373,-13.6704,10.9257,-0.931953,-22.8978,4.00229,5.1828400000000014,-2.97555,3.5696199999999996,-4.26547,-8.29535,-8.03478,-4.46022,-1.5821100000000001,9.76902,-0.127604,1.37604,-18414.40039,665.875,823.948975,A
1,CA,0.69921875,1,85.393799,57.221802,56.392799,39.883499,33.812401,46.5457,44.9618,86.056999,27.4727,32.621201,29.626101,60.7803,75.853401,56.867901,36.797199,35.293598,32.919399,43.799801,26.3915,22.249001,-4302.77002,817.4169919999997,386.177002,A
1,CA,0.70312500,0,-16.917299,-3.44334,-7.62723,-4.0138,-2.85928,9.87529,6.7349,-21.4879,7.79714,9.491719999999999,0.993894,4.78071,-1.42147,-4.951969999999998,-0.39942300000000003,1.92687,3.1543,10.825999999999999,2.5819400000000003,6.9992199999999976,-18414.40039,665.875,823.948975,A
1,CA,0.70312500,1,71.471001,56.744099,56.325699,35.181702,34.977402000000005,48.4981,43.416199,77.264198,28.4806,32.757099,28.4254,58.7957,75.485703,54.4505,32.430901,33.284801,33.369701,41.463001,24.4583,24.8181,-4302.77002,817.4169919999997,386.177002,A
1,CA,0.70703125,0,-16.5637,-3.23727,-6.30626,-1.89872,-0.722622,6.62829,9.50101,-21.651501,7.21184,7.9782800000000025,1.8629200000000001,0.905051,0.0,1.18779,1.27558,4.55399,3.90608,8.43898,0.685723,7.6718100000000025,-18414.40039,665.875,823.948975,A
1,CA,0.70703125,1,67.347099,52.7882,44.6521,25.069201,31.483801,37.921101,38.651299,73.870903,19.3078,23.9624,30.047501,54.926201,73.675003,47.923698,42.953499,27.939199,26.0049,34.533501,21.454901,15.0567,-4302.77002,817.4169919999997,386.177002,A
1,CA,0.71093750,0,-13.6648,-6.6082399999999994,-2.44579,-1.83912,1.44793,6.32951,5.96605,-14.9037,5.71125,7.6966199999999985,2.24237,-3.84646,-2.71579,-1.00471,1.3906100000000001,5.38513,3.88579,4.73626,-0.044683999999999995,5.95696,-18414.40039,665.875,823.948975,A
1,CA,0.71093750,1,68.7677,52.342999,36.733601,13.1749,28.4014,30.856899,34.5093,72.6091,13.8332,21.8279,26.640699,56.9324,71.9431,51.264198,67.4095,29.789499,27.3937,34.6493,23.3188,18.067101,-4302.77002,817.4169919999997,386.177002,A
1,CA,0.71484375,0,-11.09,-3.0365900000000003,-8.55718,-16.7843,5.18665,1.0855299999999999,-0.430625,-12.224,4.50671,8.06023,7.2301199999999985,0.136429,-1.37053,-6.6195,6.2854800000000015,12.1898,8.52565,6.601660000000001,3.40752,8.51216,-18414.40039,665.875,823.948975,A
1,CA,0.71484375,1,69.001099,53.190399,49.702202,49.886799,43.713902,37.089199,36.3125,75.049599,23.364401,29.5777,32.435699,57.207001,73.071198,52.2267,24.6145,37.1614,35.674801,39.283401,24.328699,30.661301,-4302.77002,817.4169919999997,386.177002,A
1,CA,0.71875000,0,-2.6830700000000003,7.39796,6.898739999999999,20.113701000000002,10.329,3.0314,-3.5557,-4.4723,9.53277,11.9649,11.1577,9.57703,9.35343,10.6948,12.4558,12.3995,12.3182,12.7791,9.21124,11.8522,-18414.40039,665.875,823.948975,A
1,CA,0.71875000,1,64.286598,47.382999,52.499401,45.359402,40.082802,29.780399,29.7337,69.086197,18.18,23.654301,33.5233,51.807499,70.399101,47.622101,25.8533,31.7987,26.252399,34.683701,25.073999,17.075001,-4302.77002,817.4169919999997,386.177002,A
1,CA,0.72265625,0,-3.5086699999999995,3.5067199999999996,6.3478900000000005,11.1289,8.28181,2.68013,3.4856599999999998,-9.18827,4.24797,6.88983,4.5662400000000005,2.8610700000000002,3.28555,6.46258,-0.934153,0.0,5.22429,6.904889999999999,2.45188,5.79571,-18414.40039,665.875,823.948975,A
1,CA,0.72265625,1,63.574299,42.027802,35.56880200000001,34.2346,29.2292,19.8069,23.4105,63.587601,10.0944,16.2549,25.9594,46.765598,71.347397,43.8456,43.098,26.583401,23.410601,29.774799,26.497999,9.81884,-4302.77002,817.4169919999997,386.177002,A
1,CA,0.72656250,0,-3.7713400000000004,3.3981800000000004,-0.896734,-1.24989,9.18078,1.9342400000000002,6.5602,-10.2413,3.6973,6.96663,7.779439999999999,6.36273,1.1007,1.41032,-0.062048,3.2918,6.4627300000000005,6.56082,3.5589800000000005,7.214460000000001,-18284.59961,665.9580080000002,823.979004,A
1,CA,0.72656250,1,66.583298,39.27450200000001,40.0956,39.732101,31.580099,21.6472,24.031601,64.582001,11.1653,18.855499,28.3944,46.475101,75.165802,45.032902,22.5418,27.7941,27.1,31.0352,22.898899,14.1903,-4302.77002,817.4169919999997,386.177002,A
1,CA,0.73046875,0,4.28938,9.64044,3.4147800000000004,14.6584,11.3442,5.65422,9.89959,-1.30492,8.4817,11.7463,14.2285,13.7355,7.581689999999999,8.782060000000001,6.99408,7.06048,11.7472,13.4203,10.1739,11.6509,-18284.59961,665.9580080000002,823.979004,A
1,CA,0.73046875,1,52.822899,38.097698,46.723,47.123901,31.355301,32.342499,27.5284,60.544102,16.4279,25.6805,32.9659,46.4501,75.515404,45.422401,16.9291,26.7971,29.2117,35.446098,23.0602,9.7028,-4302.77002,817.4169919999997,386.177002,A
1,CA,0.73437500,0,2.09402,7.652260000000001,2.42062,8.13055,1.49834,-2.37757,4.4338,0.033276,2.76726,6.1129999999999995,8.788110000000001,7.66078,6.12165,7.30213,2.58541,1.29,6.49252,9.30508,5.6379,6.35605,-18269.40039,665.97699,823.987,A
1,CA,0.73437500,1,42.908798,41.433601,38.905102,31.022301,27.559299,29.6129,31.481501,53.102001,18.375601,24.2673,30.9172,43.750999,68.455399,40.504501,32.59,25.909901,29.815201,30.915701,20.560699,14.6157,-4302.77002,817.4169919999997,386.177002,A
1,CA,0.73828125,0,-1.82581,4.70857,2.8563099999999997,5.55317,-6.653239999999999,-1.5870799999999998,10.1192,-7.451410000000001,2.0632,6.50397,6.0902199999999995,8.33809,4.20059,3.83029,-0.517767,0.0,5.201919999999999,6.8037,4.38166,2.78442,-18269.40039,665.97699,823.987,A
1,CA,0.73828125,1,55.169998,38.640701,36.088699,29.365101,36.075298,35.569599,30.4874,58.219799,26.9827,29.202,36.636398,45.1063,70.295502,45.2607,46.855801,37.589699,40.412899,31.190201,16.521601,31.3529,-4302.77002,817.4169919999997,386.177002,A
1,CA,0.74218750,0,-4.55072,3.0241599999999997,-3.09643,-1.29067,-3.4640699999999995,-4.4008,-5.94035,-8.70154,-2.11984,0.262092,0.6270020000000001,3.95756,0.562319,-0.745862,-4.07978,-4.00791,1.70032,2.64045,0.052110000000000004,-2.69849,-18269.40039,665.97699,823.987,A
1,CA,0.74218750,1,58.842999,41.789799,47.776199,45.752602,45.520699,43.686401,32.251202,60.851898,36.513401,37.127602,39.162701,50.412899,69.484001,48.960899,39.360001,43.856701,45.394001,37.827202,17.2048,37.800201,-4302.77002,817.4169919999997,386.177002,A
1,CA,0.74609375,0,-3.3887099999999997,0.229756,-4.70311,1.88895,-1.47507,-4.5762,-1.38206,-6.47063,-1.46723,-3.33143,-2.94184,1.51292,0.265612,-0.31017100000000003,-4.36786,-6.30158,-0.022747999999999997,0.8252379999999999,-3.21636,-3.50549,-18269.40039,665.97699,823.987,A
1,CA,0.74609375,1,51.579201,45.333302,44.119598,45.961601,37.0895,41.363701,33.051601,57.492298,28.9541,32.966202,33.9729,51.796398,66.264503,46.949001,41.098,35.475101,37.269299,36.465401,20.1043,20.8269,-4302.77002,817.4169919999997,386.177002,A
1,CA,0.75000000,0,-2.37648,-2.41815,0.34894899999999995,-1.85677,-4.01136,0.0,3.93966,-11.3153,1.21751,-2.5320400000000003,-4.20434,-2.88666,-2.89281,-2.28269,-2.88053,-5.46267,0.086283,-1.8889900000000002,-6.30081,-1.09322,-18269.40039,665.97699,823.987,A
1,CA,0.75000000,1,69.499298,48.690601,52.101299,52.3913,46.064098,47.3479,38.9785,67.710297,30.555201,37.892502,29.3983,61.735699,64.092903,56.876999,44.4692,45.4739,46.418701,44.173599,22.0637,31.372,-4352.529785,817.3740230000003,385.937012,A
1,CA,0.75390625,0,-6.5338199999999995,-1.31525,-2.7810799999999998,-7.82155,1.5949200000000001,0.41481899999999994,-3.4663,-11.3666,1.5024,-1.56151,-3.23674,-3.9719300000000004,-7.95828,-4.25444,-5.69729,-5.54057,-0.541078,-4.7876,-8.80611,0.115252,-18269.40039,665.97699,823.987,A
1,CA,0.75390625,1,88.5755,59.4146,69.660599,64.19319899999999,67.612801,64.758698,52.9412,82.4021,48.820499,55.750099,30.736601,77.819603,64.577301,72.35030400000002,57.174198,65.483902,65.153503,62.8508,26.6852,53.2565,-4352.529785,817.3740230000003,385.937012,A
1,CA,0.75781250,0,-9.24845,-10.4549,-7.94413,-12.867,-1.13837,-8.30824,-15.8801,-14.9236,-4.89544,-9.61749,-7.53747,-6.81885,-11.6564,-4.54488,-9.73091,-9.60055,-6.02484,-8.805769999999997,-13.8394,-4.64179,-18269.40039,665.97699,823.987,A
1,CA,0.75781250,1,79.937698,78.323898,80.298401,72.189697,74.365196,81.901901,73.2873,89.327003,64.227997,71.772598,32.653,93.791496,65.1604,83.623901,77.74859599999998,73.740303,76.468399,79.9067,32.190201,62.618599,-4352.529785,817.3740230000003,385.937012,A
1,CA,0.76171875,0,-6.6493100000000025,-6.93065,1.35019,1.60856,7.281239999999999,-11.3218,-3.68413,-15.8381,0.339064,-4.7004800000000015,2.31022,2.07354,-2.57997,4.60227,5.42893,3.09439,1.8759299999999999,-3.7196800000000003,-5.88247,5.93709,-18269.40039,665.97699,823.987,A
1,CA,0.76171875,1,96.175201,90.941299,90.108597,80.901901,85.292999,97.095398,87.920998,97.693199,77.998497,84.60700200000002,35.367599,102.556,72.146103,90.933502,81.7314,87.751801,90.592499,90.075798,35.099998,81.814102,-4367.72998,817.354004,385.903992,A
1,CA,0.76562500,0,-2.01194,-1.68197,14.8326,24.145,13.6646,-4.19705,2.49934,0.924791,2.40057,-0.91648,3.8238300000000014,5.17095,-0.257664,10.2376,-1.66986,2.37285,2.99797,-3.59577,-1.7284599999999999,5.41303,-18269.40039,665.97699,823.987,A
